repo,user,filtered_location,total_contributors_for_repo,non_target_country_contributors
freeCodeCamp/freeCodeCamp,jbeals12,United States,5990,5299
freeCodeCamp/freeCodeCamp,jbenton,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,jeffreyyu101,United States,5990,5299
freeCodeCamp/freeCodeCamp,jello7654,United States,5990,5299
freeCodeCamp/freeCodeCamp,jenshaw86,United States,5990,5299
freeCodeCamp/freeCodeCamp,jeremyagray,United States,5990,5299
freeCodeCamp/freeCodeCamp,jeremylt,United States,5990,5299
freeCodeCamp/freeCodeCamp,jhowerin,United States,5990,5299
freeCodeCamp/freeCodeCamp,jindalAnuj,India,5990,5299
freeCodeCamp/freeCodeCamp,jip2587,United States,5990,5299
freeCodeCamp/freeCodeCamp,jkarlavige,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,jkrieger,Germany,5990,5299
freeCodeCamp/freeCodeCamp,jlm323,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,jma921,United States,5990,5299
freeCodeCamp/freeCodeCamp,joaoluizn,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,joel-bentley,United States,5990,5299
freeCodeCamp/freeCodeCamp,joelzehring,United States,5990,5299
freeCodeCamp/freeCodeCamp,joeyouss,India,5990,5299
freeCodeCamp/freeCodeCamp,joonhoswe,United States,5990,5299
freeCodeCamp/freeCodeCamp,jorgeluizandrade,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,joseph,United States,5990,5299
freeCodeCamp/freeCodeCamp,josephemswiler,United States,5990,5299
freeCodeCamp/freeCodeCamp,joshiadvait8,India,5990,5299
freeCodeCamp/freeCodeCamp,joshua,United States,5990,5299
freeCodeCamp/freeCodeCamp,jovanitarnowski,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,julschong,United States,5990,5299
freeCodeCamp/freeCodeCamp,junzy,Germany,5990,5299
freeCodeCamp/freeCodeCamp,kai-wei-mo,United States,5990,5299
freeCodeCamp/freeCodeCamp,karanbhomiagit,India,5990,5299
freeCodeCamp/freeCodeCamp,karankoder,India,5990,5299
freeCodeCamp/freeCodeCamp,karenjoycelowe,United States,5990,5299
freeCodeCamp/freeCodeCamp,karthik11135,India,5990,5299
freeCodeCamp/freeCodeCamp,kartiksoneji,India,5990,5299
freeCodeCamp/freeCodeCamp,karuppiah7890,India,5990,5299
freeCodeCamp/freeCodeCamp,katerita,United States,5990,5299
freeCodeCamp/freeCodeCamp,kelvinsanchez15,United States,5990,5299
freeCodeCamp/freeCodeCamp,kennethlumalicay,United States,5990,5299
freeCodeCamp/freeCodeCamp,khatri7,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,kichloo,India,5990,5299
freeCodeCamp/freeCodeCamp,kishansakariya18,India,5990,5299
freeCodeCamp/freeCodeCamp,kpfister44,United States,5990,5299
freeCodeCamp/freeCodeCamp,krao301,United States,5990,5299
freeCodeCamp/freeCodeCamp,krupalitrivedi,India,5990,5299
freeCodeCamp/freeCodeCamp,ktajpuri,India,5990,5299
freeCodeCamp/freeCodeCamp,kulraj710,India,5990,5299
freeCodeCamp/freeCodeCamp,kunal768,United States,5990,5299
freeCodeCamp/freeCodeCamp,kushagrabansal,India,5990,5299
freeCodeCamp/freeCodeCamp,kyle,United States,5990,5299
freeCodeCamp/freeCodeCamp,laolmstead,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,laurentlabine,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,laveesh-gupta,India,5990,5299
freeCodeCamp/freeCodeCamp,lavindersingh931,India,5990,5299
freeCodeCamp/freeCodeCamp,lcnzg,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,leagueofcake,United States,5990,5299
freeCodeCamp/freeCodeCamp,lee,United States,5990,5299
freeCodeCamp/freeCodeCamp,lem0n4id,India,5990,5299
freeCodeCamp/freeCodeCamp,leogulus,United States,5990,5299
freeCodeCamp/freeCodeCamp,liammaguire1,United States,5990,5299
freeCodeCamp/freeCodeCamp,liamrosenfeld,United States,5990,5299
freeCodeCamp/freeCodeCamp,lokeshkvn,India,5990,5299
freeCodeCamp/freeCodeCamp,ls-madhu,India,5990,5299
freeCodeCamp/freeCodeCamp,ltegman,United States,5990,5299
freeCodeCamp/freeCodeCamp,ltndat,United States,5990,5299
freeCodeCamp/freeCodeCamp,lucasarvelo,Germany,5990,5299
freeCodeCamp/freeCodeCamp,lucasferreiralimax,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,luqven,United States,5990,5299
freeCodeCamp/freeCodeCamp,m88zidan,Germany,5990,5299
freeCodeCamp/freeCodeCamp,maikelsperandio,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,mainak-debnath,India,5990,5299
freeCodeCamp/freeCodeCamp,majorkira,United States,5990,5299
freeCodeCamp/freeCodeCamp,mandarvaze,India,5990,5299
freeCodeCamp/freeCodeCamp,mandihamza,United States,5990,5299
freeCodeCamp/freeCodeCamp,manishkaa,India,5990,5299
freeCodeCamp/freeCodeCamp,marcusparsons,United States,5990,5299
freeCodeCamp/freeCodeCamp,marks,United States,5990,5299
freeCodeCamp/freeCodeCamp,martin,Germany,5990,5299
freeCodeCamp/freeCodeCamp,matthew-t-smith,United States,5990,5299
freeCodeCamp/freeCodeCamp,maxh,United States,5990,5299
freeCodeCamp/freeCodeCamp,mayankkamboj47,India,5990,5299
freeCodeCamp/freeCodeCamp,mayur7garg,India,5990,5299
freeCodeCamp/freeCodeCamp,mehulmpt,India,5990,5299
freeCodeCamp/freeCodeCamp,mendelevich,United States,5990,5299
freeCodeCamp/freeCodeCamp,meowwwls,United States,5990,5299
freeCodeCamp/freeCodeCamp,merxgrc,United States,5990,5299
freeCodeCamp/freeCodeCamp,mgoldbeck,Germany,5990,5299
freeCodeCamp/freeCodeCamp,mikejgurch,United States,5990,5299
freeCodeCamp/freeCodeCamp,milindchawre,India,5990,5299
freeCodeCamp/freeCodeCamp,mimikaan,India,5990,5299
freeCodeCamp/freeCodeCamp,mjh316,United States,5990,5299
freeCodeCamp/freeCodeCamp,mmhuntsberry,United States,5990,5299
freeCodeCamp/freeCodeCamp,mohanesh,India,5990,5299
freeCodeCamp/freeCodeCamp,morriskurz,Germany,5990,5299
freeCodeCamp/freeCodeCamp,moseschand003,India,5990,5299
freeCodeCamp/freeCodeCamp,movd,Germany,5990,5299
freeCodeCamp/freeCodeCamp,mrcaste,Germany,5990,5299
freeCodeCamp/freeCodeCamp,mshecket,United States,5990,5299
freeCodeCamp/freeCodeCamp,mshokarimo,Germany,5990,5299
freeCodeCamp/freeCodeCamp,msreekm,United States,5990,5299
freeCodeCamp/freeCodeCamp,mukeshdasari,United States,5990,5299
freeCodeCamp/freeCodeCamp,mukeshgurpude,India,5990,5299
freeCodeCamp/freeCodeCamp,murali97,India,5990,5299
freeCodeCamp/freeCodeCamp,muratsu,United States,5990,5299
freeCodeCamp/freeCodeCamp,muskanvk,India,5990,5299
freeCodeCamp/freeCodeCamp,mzabala1,Germany,5990,5299
freeCodeCamp/freeCodeCamp,nataliecardot,United States,5990,5299
freeCodeCamp/freeCodeCamp,navjotjsingh,India,5990,5299
freeCodeCamp/freeCodeCamp,nayabatir1,India,5990,5299
freeCodeCamp/freeCodeCamp,nck,United States,5990,5299
freeCodeCamp/freeCodeCamp,neelflash07,India,5990,5299
freeCodeCamp/freeCodeCamp,newton10471,United States,5990,5299
freeCodeCamp/freeCodeCamp,nfayazov,United States,5990,5299
freeCodeCamp/freeCodeCamp,nicholausj,United States,5990,5299
freeCodeCamp/freeCodeCamp,nicki,United States,5990,5299
freeCodeCamp/freeCodeCamp,nicolefrazier,United States,5990,5299
freeCodeCamp/freeCodeCamp,nik,United States,5990,5299
freeCodeCamp/freeCodeCamp,nitesh2920,India,5990,5299
freeCodeCamp/freeCodeCamp,niteshseram,India,5990,5299
freeCodeCamp/freeCodeCamp,njain629,India,5990,5299
freeCodeCamp/freeCodeCamp,nmortha,India,5990,5299
freeCodeCamp/freeCodeCamp,novemberhaiku,United States,5990,5299
freeCodeCamp/freeCodeCamp,noviicee,India,5990,5299
freeCodeCamp/freeCodeCamp,nyni123,India,5990,5299
freeCodeCamp/freeCodeCamp,oerzn,India,5990,5299
freeCodeCamp/freeCodeCamp,ogprakash,India,5990,5299
freeCodeCamp/freeCodeCamp,omdhede,India,5990,5299
freeCodeCamp/freeCodeCamp,otavioarc,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,pakmar1,United States,5990,5299
freeCodeCamp/freeCodeCamp,palashgdev,India,5990,5299
freeCodeCamp/freeCodeCamp,pankajbangare,India,5990,5299
freeCodeCamp/freeCodeCamp,patlehmann1,United States,5990,5299
freeCodeCamp/freeCodeCamp,patsul12,United States,5990,5299
freeCodeCamp/freeCodeCamp,pawanbangar,India,5990,5299
freeCodeCamp/freeCodeCamp,pbaesse,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,petrgazarov,United States,5990,5299
freeCodeCamp/freeCodeCamp,pharaohlxvi,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,pietromenna,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,piyushbajaj0704,United States,5990,5299
freeCodeCamp/freeCodeCamp,pramod74,India,5990,5299
freeCodeCamp/freeCodeCamp,prashant,United States,5990,5299
freeCodeCamp/freeCodeCamp,prashantchikhalkar,India,5990,5299
freeCodeCamp/freeCodeCamp,prateekbisht23,India,5990,5299
freeCodeCamp/freeCodeCamp,prateekgoel,India,5990,5299
freeCodeCamp/freeCodeCamp,pratikbhangire123,India,5990,5299
freeCodeCamp/freeCodeCamp,pratyushraj01,India,5990,5299
freeCodeCamp/freeCodeCamp,praveenm1001,India,5990,5299
freeCodeCamp/freeCodeCamp,prayagd,India,5990,5299
freeCodeCamp/freeCodeCamp,preetilolla,India,5990,5299
freeCodeCamp/freeCodeCamp,psungchan,United States,5990,5299
freeCodeCamp/freeCodeCamp,psy-duck1,India,5990,5299
freeCodeCamp/freeCodeCamp,qdr,Germany,5990,5299
freeCodeCamp/freeCodeCamp,quatridunull,United States,5990,5299
freeCodeCamp/freeCodeCamp,raahthor,India,5990,5299
freeCodeCamp/freeCodeCamp,raberin,United States,5990,5299
freeCodeCamp/freeCodeCamp,rabowlen,United States,5990,5299
freeCodeCamp/freeCodeCamp,rachita18144,India,5990,5299
freeCodeCamp/freeCodeCamp,rafase282,United States,5990,5299
freeCodeCamp/freeCodeCamp,rahulsiloniya,India,5990,5299
freeCodeCamp/freeCodeCamp,rahulsuresh-git,United States,5990,5299
freeCodeCamp/freeCodeCamp,raisedadead,India,5990,5299
freeCodeCamp/freeCodeCamp,rajat2502,India,5990,5299
freeCodeCamp/freeCodeCamp,rajatgupta24,India,5990,5299
freeCodeCamp/freeCodeCamp,rajranjan0608,India,5990,5299
freeCodeCamp/freeCodeCamp,rakshixh,India,5990,5299
freeCodeCamp/freeCodeCamp,rameshgkwd05,India,5990,5299
freeCodeCamp/freeCodeCamp,ratneshjais,India,5990,5299
freeCodeCamp/freeCodeCamp,reinvnt,United States,5990,5299
freeCodeCamp/freeCodeCamp,rejuls,India,5990,5299
freeCodeCamp/freeCodeCamp,rewonc,United States,5990,5299
freeCodeCamp/freeCodeCamp,rheupler,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,richard937,India,5990,5299
freeCodeCamp/freeCodeCamp,richnoah,United States,5990,5299
freeCodeCamp/freeCodeCamp,rina-rgb,United States,5990,5299
freeCodeCamp/freeCodeCamp,rissem,United States,5990,5299
freeCodeCamp/freeCodeCamp,rogerct,Germany,5990,5299
freeCodeCamp/freeCodeCamp,ronilpatil22,India,5990,5299
freeCodeCamp/freeCodeCamp,rsingh88,India,5990,5299
freeCodeCamp/freeCodeCamp,ryanwilldev,United States,5990,5299
freeCodeCamp/freeCodeCamp,sa-ritesh,India,5990,5299
freeCodeCamp/freeCodeCamp,sagarkashyap989,India,5990,5299
freeCodeCamp/freeCodeCamp,salkamosesdb,India,5990,5299
freeCodeCamp/freeCodeCamp,salvadb23,United States,5990,5299
freeCodeCamp/freeCodeCamp,sam-rice,United States,5990,5299
freeCodeCamp/freeCodeCamp,samanthakem,United States,5990,5299
freeCodeCamp/freeCodeCamp,samiralibabic,Germany,5990,5299
freeCodeCamp/freeCodeCamp,san,United States,5990,5299
freeCodeCamp/freeCodeCamp,sanchit0496,India,5990,5299
freeCodeCamp/freeCodeCamp,sanchitkhthpalia,India,5990,5299
freeCodeCamp/freeCodeCamp,sanskriti2005,India,5990,5299
freeCodeCamp/freeCodeCamp,sarah,United States,5990,5299
freeCodeCamp/freeCodeCamp,satishjhanwer,India,5990,5299
freeCodeCamp/freeCodeCamp,satyamchaudharydev,India,5990,5299
freeCodeCamp/freeCodeCamp,saurav-sinha-3141,India,5990,5299
freeCodeCamp/freeCodeCamp,saurishkar,India,5990,5299
freeCodeCamp/freeCodeCamp,savvycolleen,United States,5990,5299
freeCodeCamp/freeCodeCamp,saxenanickk,India,5990,5299
freeCodeCamp/freeCodeCamp,sayaliKutwal,India,5990,5299
freeCodeCamp/freeCodeCamp,sdscodes,United States,5990,5299
freeCodeCamp/freeCodeCamp,senbagaraman04,India,5990,5299
freeCodeCamp/freeCodeCamp,sergei,United States,5990,5299
freeCodeCamp/freeCodeCamp,sfrique,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,shadowimmage,United States,5990,5299
freeCodeCamp/freeCodeCamp,shahulbasha,India,5990,5299
freeCodeCamp/freeCodeCamp,shashanknayak12,India,5990,5299
freeCodeCamp/freeCodeCamp,shivam-0510,India,5990,5299
freeCodeCamp/freeCodeCamp,shiven01,United States,5990,5299
freeCodeCamp/freeCodeCamp,shouvik,India,5990,5299
freeCodeCamp/freeCodeCamp,shraddhavp,India,5990,5299
freeCodeCamp/freeCodeCamp,shriyakalakata,United States,5990,5299
freeCodeCamp/freeCodeCamp,shrobbins,United States,5990,5299
freeCodeCamp/freeCodeCamp,siddharthpathak,United States,5990,5299
freeCodeCamp/freeCodeCamp,sjc5,United States,5990,5299
freeCodeCamp/freeCodeCamp,smarshy,India,5990,5299
freeCodeCamp/freeCodeCamp,smrajagopal,India,5990,5299
freeCodeCamp/freeCodeCamp,soichih,United States,5990,5299
freeCodeCamp/freeCodeCamp,sourybunny,United States,5990,5299
freeCodeCamp/freeCodeCamp,srijit2002,India,5990,5299
freeCodeCamp/freeCodeCamp,srikanth-kandi,India,5990,5299
freeCodeCamp/freeCodeCamp,srodman7689,United States,5990,5299
freeCodeCamp/freeCodeCamp,ssetzer,United States,5990,5299
freeCodeCamp/freeCodeCamp,sshazim,India,5990,5299
freeCodeCamp/freeCodeCamp,sssvander,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,stephanduesterhoeft,Germany,5990,5299
freeCodeCamp/freeCodeCamp,stephenmayeux,United States,5990,5299
freeCodeCamp/freeCodeCamp,steve,United States,5990,5299
freeCodeCamp/freeCodeCamp,stevegallant,United States,5990,5299
freeCodeCamp/freeCodeCamp,stevepeterson12,United States,5990,5299
freeCodeCamp/freeCodeCamp,storbeck,United States,5990,5299
freeCodeCamp/freeCodeCamp,storrence88,United States,5990,5299
freeCodeCamp/freeCodeCamp,subhadipjana866,India,5990,5299
freeCodeCamp/freeCodeCamp,subhasisbanik,Germany,5990,5299
freeCodeCamp/freeCodeCamp,suchithms19,India,5990,5299
freeCodeCamp/freeCodeCamp,summonmoon,United States,5990,5299
freeCodeCamp/freeCodeCamp,supzi-del,United States,5990,5299
freeCodeCamp/freeCodeCamp,sureshmangs,India,5990,5299
freeCodeCamp/freeCodeCamp,susheela92,India,5990,5299
freeCodeCamp/freeCodeCamp,t3w2127,United States,5990,5299
freeCodeCamp/freeCodeCamp,tacoelho,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,taylorwinterwolf,United States,5990,5299
freeCodeCamp/freeCodeCamp,tc,United States,5990,5299
freeCodeCamp/freeCodeCamp,tcyrus,United States,5990,5299
freeCodeCamp/freeCodeCamp,teamdarkpanda,United States,5990,5299
freeCodeCamp/freeCodeCamp,ted-miller92,United States,5990,5299
freeCodeCamp/freeCodeCamp,tgayle,United States,5990,5299
freeCodeCamp/freeCodeCamp,the1mattkaufman,United States,5990,5299
freeCodeCamp/freeCodeCamp,the4rchangel,United States,5990,5299
freeCodeCamp/freeCodeCamp,thecodingaviator,United States,5990,5299
freeCodeCamp/freeCodeCamp,thetanbull,United States,5990,5299
freeCodeCamp/freeCodeCamp,thisisamank,India,5990,5299
freeCodeCamp/freeCodeCamp,tiffanyadu,United States,5990,5299
freeCodeCamp/freeCodeCamp,tmcpro,United States,5990,5299
freeCodeCamp/freeCodeCamp,tony,United States,5990,5299
freeCodeCamp/freeCodeCamp,trash,United States,5990,5299
freeCodeCamp/freeCodeCamp,trentonblackwell,United States,5990,5299
freeCodeCamp/freeCodeCamp,tsomerve,United States,5990,5299
freeCodeCamp/freeCodeCamp,tspeed90,United States,5990,5299
freeCodeCamp/freeCodeCamp,ty,United States,5990,5299
freeCodeCamp/freeCodeCamp,ujjwal502,India,5990,5299
freeCodeCamp/freeCodeCamp,upasana-kozyachaya,United States,5990,5299
freeCodeCamp/freeCodeCamp,upwarpiyush,India,5990,5299
freeCodeCamp/freeCodeCamp,vaibhavgope,India,5990,5299
freeCodeCamp/freeCodeCamp,vaidic,India,5990,5299
freeCodeCamp/freeCodeCamp,valenzsa,United States,5990,5299
freeCodeCamp/freeCodeCamp,vamsi3,India,5990,5299
freeCodeCamp/freeCodeCamp,vanditbhatt,India,5990,5299
freeCodeCamp/freeCodeCamp,vdkhadke,United States,5990,5299
freeCodeCamp/freeCodeCamp,vedanthv,India,5990,5299
freeCodeCamp/freeCodeCamp,venkateshwarans,India,5990,5299
freeCodeCamp/freeCodeCamp,victor-duarte,United States,5990,5299
freeCodeCamp/freeCodeCamp,viktor,United States,5990,5299
freeCodeCamp/freeCodeCamp,vincentchen137,United States,5990,5299
freeCodeCamp/freeCodeCamp,vinopravin,India,5990,5299
freeCodeCamp/freeCodeCamp,vkalakota18,United States,5990,5299
freeCodeCamp/freeCodeCamp,vyue013,United States,5990,5299
freeCodeCamp/freeCodeCamp,w286432531,United States,5990,5299
freeCodeCamp/freeCodeCamp,walterswoodward,United States,5990,5299
freeCodeCamp/freeCodeCamp,warrenskim,United States,5990,5299
freeCodeCamp/freeCodeCamp,waseemahmad31,India,5990,5299
freeCodeCamp/freeCodeCamp,webdevdaemon,United States,5990,5299
freeCodeCamp/freeCodeCamp,weilirs,United States,5990,5299
freeCodeCamp/freeCodeCamp,werne2j,United States,5990,5299
freeCodeCamp/freeCodeCamp,westonplatter,United States,5990,5299
freeCodeCamp/freeCodeCamp,wgeorgecook,United States,5990,5299
freeCodeCamp/freeCodeCamp,wkoch,Brazil,5990,5299
freeCodeCamp/freeCodeCamp,wongco,United States,5990,5299
freeCodeCamp/freeCodeCamp,wswalker87,United States,5990,5299
freeCodeCamp/freeCodeCamp,wulfmatik,United States,5990,5299
freeCodeCamp/freeCodeCamp,wulforr,India,5990,5299
freeCodeCamp/freeCodeCamp,xarcode,India,5990,5299
freeCodeCamp/freeCodeCamp,yashkoli836,India,5990,5299
freeCodeCamp/freeCodeCamp,yashurade27,India,5990,5299
freeCodeCamp/freeCodeCamp,yjoon45,India,5990,5299
freeCodeCamp/freeCodeCamp,yoyoekta,India,5990,5299
freeCodeCamp/freeCodeCamp,yuktaanand,India,5990,5299
freeCodeCamp/freeCodeCamp,yurivictor,United States,5990,5299
freeCodeCamp/freeCodeCamp,yusuf-delvi,India,5990,5299
freeCodeCamp/freeCodeCamp,zach,United States,5990,5299
freeCodeCamp/freeCodeCamp,zack,United States,5990,5299
