repo_name,repo_id,repo_url,login,profile_url,location,country
hexo,5923215,https://github.com/hexojs/hexo,WolfgangKluge,https://github.com/WolfgangKluge,Germany,Germany
penpot,48769241,https://github.com/penpot/penpot,swapnil360,https://github.com/swapnil360,"Pune, IN",India
claude-code,937253475,https://github.com/anthropics/claude-code,bogini,https://github.com/bogini,"San Francisco, CA",United States
upscayl,519577891,https://github.com/upscayl/upscayl,loudenvier,https://github.com/loudenvier,"Rio de Janeiro, Brazil",Brazil
helix,268424739,https://github.com/helix-editor/helix,satoqz,https://github.com/satoqz,"Düsseldorf, Germany",Germany
vuetify,67962648,https://github.com/vuetifyjs/vuetify,prograhammer,https://github.com/prograhammer,"Austin, TX",United States
awesome-remote-job,28699471,https://github.com/lukasz-madon/awesome-remote-job,nurkiewicz,https://github.com/nurkiewicz,Warsaw,Brazil
fastlane,27442967,https://github.com/fastlane/fastlane,skywinder,https://github.com/skywinder,"Moon, Decentralized",Brazil
pure-bash-bible,137147386,https://github.com/dylanaraps/pure-bash-bible,Cuttlerat,https://github.com/Cuttlerat,Saint Petersburg,Brazil
DeepSpeed,235860204,https://github.com/deepspeedai/DeepSpeed,PKUWZP,https://github.com/PKUWZP,"Sunnyvale, CA",United States
zod,245704608,https://github.com/colinhacks/zod,tmcw,https://github.com/tmcw,brooklyn new york,United States
cheat.sh,90563585,https://github.com/chubin/cheat.sh,Jan200101,https://github.com/Jan200101,Germany,Germany
gradio,162405963,https://github.com/gradio-app/gradio,elgeish,https://github.com/elgeish,"Santa Clara, CA",United States
fd,90793418,https://github.com/sharkdp/fd,JonathanxD,https://github.com/JonathanxD,Brazil,Brazil
tabler,119811010,https://github.com/tabler/tabler,paramshivaay,https://github.com/paramshivaay,Ahmedabad,India
50projects50days,313330998,https://github.com/bradtraversy/50projects50days,Hersonmei,https://github.com/Hersonmei,"João Pessoa, PB, Brasil",Brazil
Files,164140756,https://github.com/files-community/Files,boscorelly,https://github.com/boscorelly,Montpellier,Brazil
pandoc,571770,https://github.com/jgm/pandoc,tarleb,https://github.com/tarleb,"Berlin, Germany",Germany
zju-icicles,62156403,https://github.com/QSCTech/zju-icicles,houxinli,https://github.com/houxinli,San Francisco,United States
plane,568098118,https://github.com/makeplane/plane,SatishGandham,https://github.com/SatishGandham,"Palakollu, India",India
bert,154747577,https://github.com/google-research/bert,aijunbai,https://github.com/aijunbai,San Francisco Bay Area,Brazil
ray,71932349,https://github.com/ray-project/ray,c21,https://github.com/c21,"San Francisco, CA",United States
ccxt,91253698,https://github.com/ccxt/ccxt,milansar,https://github.com/milansar,"Ahmedabad, India",India
php-src,1903522,https://github.com/php/php-src,nikic,https://github.com/nikic,"Berlin, Germany",Germany
RSSHub,127769231,https://github.com/DIYgod/RSSHub,loganrockmore,https://github.com/loganrockmore,"Brooklyn, NY",United States
cursor-free-vip,915198910,https://github.com/yeongpin/cursor-free-vip,lulavc,https://github.com/lulavc,"auricResearch/TradingAgentsbuco, Brazil",Brazil
chatgpt-on-wechat,522158088,https://github.com/zhayujie/chatgpt-on-wechat,lanvent,https://github.com/lanvent,Tsinghua University,Brazil
remote-jobs,44150497,https://github.com/remoteintech/remote-jobs,pranay-sankar-muppanenei,https://github.com/pranay-sankar-muppanenei,India,India
tmux,36836475,https://github.com/tmux/tmux,ischwarze,https://github.com/ischwarze,"Karlsruhe, Germany",Germany
esbuild,61137153,https://github.com/evanw/esbuild,Jarred-Sumner,https://github.com/Jarred-Sumner,"San Francisco, CA",United States
Deep-Learning-Papers-Reading-Roadmap,70905478,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,cyberdrk,https://github.com/cyberdrk,Mumbai ,India
Umi-OCR,474839179,https://github.com/hiroi-sora/Umi-OCR,gcmutator,https://github.com/gcmutator,CA,United States
tidb,41986369,https://github.com/pingcap/tidb,c4pt0r,https://github.com/c4pt0r,San Francisco Bay Area,Brazil
video.js,667006,https://github.com/videojs/video.js,dsteinbrunner,https://github.com/dsteinbrunner,"Ohio, USA",United States
daisyui,316836816,https://github.com/saadeghi/daisyui,supratikmahato,https://github.com/supratikmahato,India,India
FastChat,615882673,https://github.com/lm-sys/FastChat,SebastianBodza,https://github.com/SebastianBodza,Stuttgart,Germany
vim,40997482,https://github.com/vim/vim,tpope,https://github.com/tpope,"Brooklyn, NY",United States
logseq,266231149,https://github.com/logseq/logseq,devonzuegel,https://github.com/devonzuegel,"Miami Beach, Florida",United States
materialize,23974149,https://github.com/Dogfalo/materialize,Munawwar,https://github.com/Munawwar,"Dubai, UAE",Brazil
aria2,1116542,https://github.com/aria2/aria2,gsavix,https://github.com/gsavix,brazil,Brazil
gorm,13855476,https://github.com/go-gorm/gorm,tylerstillwater,https://github.com/tylerstillwater,US,United States
trpc,280557054,https://github.com/trpc/trpc,JonParton,https://github.com/JonParton,"Vancouver, CA",United States
full-stack-fastapi-template,172227885,https://github.com/fastapi/full-stack-fastapi-template,michaelAlvarino,https://github.com/michaelAlvarino,"New York, NY",United States
siyuan,291438522,https://github.com/siyuan-note/siyuan,ark4d-a,https://github.com/ark4d-a,Germany,Germany
photoprism,119160553,https://github.com/photoprism/photoprism,rockwotj,https://github.com/rockwotj,"Wisconsin, USA",United States
bark,624994625,https://github.com/suno-ai/bark,zygi,https://github.com/zygi,San Francisco,United States
styleguide,35969061,https://github.com/google/styleguide,nrebhun,https://github.com/nrebhun,"Bay Area, California, USA",United States
cal.com,350360184,https://github.com/calcom/cal.com,volnei,https://github.com/volnei,Brazil,Brazil
jan,679506386,https://github.com/janhq/jan,qnixsynapse,https://github.com/qnixsynapse,India,India
quivr,640079149,https://github.com/QuivrHQ/quivr,AshishBarvaliya,https://github.com/AshishBarvaliya,India,India
phaser,9393759,https://github.com/phaserjs/phaser,ada-lovecraft,https://github.com/ada-lovecraft,"Dallas, TX",United States
payload,327089870,https://github.com/payloadcms/payload,58bits,https://github.com/58bits,Bangkok,Brazil
data-engineer-handbook,720853375,https://github.com/DataExpert-io/data-engineer-handbook,stevebissett,https://github.com/stevebissett,Cape Town,Brazil
MediaCrawler,651517185,https://github.com/NanmiCoder/MediaCrawler,wenboluu,https://github.com/wenboluu,New York,United States
system-design,525105056,https://github.com/karanpratapsingh/system-design,karanpratapsingh,https://github.com/karanpratapsingh,"San Francisco, California",United States
impress.js,3065454,https://github.com/impress/impress.js,pwbriggs,https://github.com/pwbriggs,"Seattle, WA",United States
hyperswitch,552877440,https://github.com/juspay/hyperswitch,VedantKhairnar,https://github.com/VedantKhairnar,India,India
shellcheck,6731432,https://github.com/koalaman/shellcheck,luizm,https://github.com/luizm,"Joinville, Brazil",Brazil
appsmith,275993885,https://github.com/appsmithorg/appsmith,riodeuno,https://github.com/riodeuno,"Bangalore, India",India
Awesome-Design-Tools,170326929,https://github.com/goabstract/Awesome-Design-Tools,jancborchardt,https://github.com/jancborchardt,Currently Munich,Germany
leveldb,23405758,https://github.com/google/leveldb,cmumford,https://github.com/cmumford,North Carolina,United States
fiber,234231371,https://github.com/gofiber/fiber,renanbastos93,https://github.com/renanbastos93,Brazil,Brazil
bruno,542284380,https://github.com/usebruno/bruno,AyushNigam-1,https://github.com/AyushNigam-1,India,India
n8n-workflows,983345476,https://github.com/Zie619/n8n-workflows,AzizB283,https://github.com/AzizB283,Ahmedabad,India
milvus,208728772,https://github.com/milvus-io/milvus,XTxxxx,https://github.com/XTxxxx,Nanjing University,Brazil
MPAndroidChart,19148949,https://github.com/PhilJay/MPAndroidChart,redwarp,https://github.com/redwarp,"Köln, Germany",Germany
aider,638629097,https://github.com/Aider-AI/aider,smh,https://github.com/smh,Dubai,Brazil
preact,42283287,https://github.com/preactjs/preact,prateekbh,https://github.com/prateekbh,"Bangalore, India",India
novu,400215964,https://github.com/novuhq/novu,chavda-bhavik,https://github.com/chavda-bhavik,"Surat, Gujarat, India",India
ChatTTS,806709826,https://github.com/2noise/ChatTTS,BBC-Esq,https://github.com/BBC-Esq,"Atlanta, Georgia metropolitan area",United States
python-cheatsheet,118861276,https://github.com/gto76/python-cheatsheet,tilboerner,https://github.com/tilboerner,"Hamburg, Germany",Germany
faiss,81227005,https://github.com/facebookresearch/faiss,asadoughi,https://github.com/asadoughi,"New York, New York",United States
devdocs,13840241,https://github.com/freeCodeCamp/devdocs,spamguy,https://github.com/spamguy,"Petaluma, CA",United States
ant-design-pro,101394335,https://github.com/ant-design/ant-design-pro,rayronvictor,https://github.com/rayronvictor,Brasil,Brazil
ghostty,475553026,https://github.com/ghostty-org/ghostty,roberthawdon,https://github.com/roberthawdon,Newcastle Upon Tyne - United Kingdom,United States
istio,74175805,https://github.com/istio/istio,jaellio,https://github.com/jaellio,"Redmond, Washington",United States
freecodecamp.cn,69629434,https://github.com/FreeCodeCampChina/freecodecamp.cn,pbnj,https://github.com/pbnj,"San Diego, CA",United States
lapce,120425779,https://github.com/lapce/lapce,TitanNano,https://github.com/TitanNano,"Berlin, Germany",Germany
Open-Assistant,577603990,https://github.com/LAION-AI/Open-Assistant,KarthikRaju391,https://github.com/KarthikRaju391,India,India
desktop,778556932,https://github.com/zen-browser/desktop,santhosh-chinnasamy,https://github.com/santhosh-chinnasamy,Coimbatore,Brazil
insomnia,56899284,https://github.com/Kong/insomnia,curiositycasualty,https://github.com/curiositycasualty,"Seattle, WA",United States
tesseract.js,37958358,https://github.com/naptha/tesseract.js,antimatter15,https://github.com/antimatter15,"San Francisco, CA",United States
googletest,39840932,https://github.com/google/googletest,Quuxplusone,https://github.com/Quuxplusone,"Irvington, NY",United States
wtfjs,97249406,https://github.com/denysdovhan/wtfjs,sudheesh001,https://github.com/sudheesh001,"Cupertino, CA",United States
aspnetcore,17620347,https://github.com/dotnet/aspnetcore,rowanmiller,https://github.com/rowanmiller,"Redmond, WA, US",United States
tutorials,9754983,https://github.com/eugenp/tutorials,ksilz,https://github.com/ksilz,"Stuttgart, Germany",Germany
halo,126178683,https://github.com/halo-dev/halo,JackyLiang522,https://github.com/JackyLiang522,Houston,United States
GFPGAN,349321229,https://github.com/TencentARC/GFPGAN,tuhins,https://github.com/tuhins,"San Francisco, CA",United States
chatbox,610260322,https://github.com/chatboxai/chatbox,Eee14,https://github.com/Eee14,臺灣 Taiwan,United States
nushell,186024298,https://github.com/nushell/nushell,michel-slm,https://github.com/michel-slm,"Chicago, IL, USA",United States
interview,120887835,https://github.com/huihut/interview,jokerkeny,https://github.com/jokerkeny,New York,United States
cobalt,511987144,https://github.com/imputnet/cobalt,mxr,https://github.com/mxr,NYC,United States
taro,128624453,https://github.com/NervJS/taro,JohannLai,https://github.com/JohannLai,Mars,Brazil
docs,797345627,https://github.com/inkonchain/docs,PixelPil0t1,https://github.com/PixelPil0t1,Praha,Brazil
puter,766341786,https://github.com/HeyPuter/puter,rowin-C,https://github.com/rowin-C,India,India
v,169677297,https://github.com/vlang/v,timbasel,https://github.com/timbasel,Germany,Germany
cli,3544424,https://github.com/httpie/cli,rootulp,https://github.com/rootulp,NYC,United States
deeplearningbook-chinese,75830968,https://github.com/exacity/deeplearningbook-chinese,RyanKung,https://github.com/RyanKung,Macau,United States
ToolJet,352933140,https://github.com/ToolJet/ToolJet,stepinfwd,https://github.com/stepinfwd,bangalore,India
metasploit-framework,2293158,https://github.com/rapid7/metasploit-framework,cbrnrd,https://github.com/cbrnrd,"Washington, DC",United States
arthas,146633589,https://github.com/alibaba/arthas,hboutemy,https://github.com/hboutemy,Suresnes (France),Brazil
wtfpython,101684374,https://github.com/satwikkansal/wtfpython,kyblockstacking,https://github.com/kyblockstacking,"Los Angeles, Southern California",United States
MockingBird,393571599,https://github.com/babysor/MockingBird,AlexZhangji,https://github.com/AlexZhangji,Los Angeles,United States
gym,57222302,https://github.com/openai/gym,ndrwmlnk,https://github.com/ndrwmlnk,Germany,Germany
mindsdb,143328315,https://github.com/mindsdb/mindsdb,yuhuishi-convect,https://github.com/yuhuishi-convect,"Bay area, CA, USA",United States
google-research,151619717,https://github.com/google-research/google-research,yazdanbakhsh,https://github.com/yazdanbakhsh,Mountain View,United States
twenty,572984571,https://github.com/twentyhq/twenty,Khaan25,https://github.com/Khaan25,Rawalpindi,United States
og-aws,63266213,https://github.com/open-guides/og-aws,max-zanko,https://github.com/max-zanko,Mountain View,United States
compose,15045751,https://github.com/docker/compose,neersighted,https://github.com/neersighted,Dockerfile,United States
Langchain-Chatchat,621799276,https://github.com/chatchat-space/Langchain-Chatchat,calcitem,https://github.com/calcitem,Merrill,United States
shadowsocks-android,7190986,https://github.com/shadowsocks/shadowsocks-android,TacoTheDank,https://github.com/TacoTheDank,"Florida, USA",United States
date-fns,24841635,https://github.com/date-fns/date-fns,mprovenc,https://github.com/mprovenc,"Fortaleza, BR",Brazil
bubbletea,233130089,https://github.com/charmbracelet/bubbletea,chris-rock,https://github.com/chris-rock,"Berlin, Germany",Germany
LocalAI,615869301,https://github.com/mudler/LocalAI,cnatale,https://github.com/cnatale,"Seattle, WA",United States
engineering-blogs,37382858,https://github.com/kilimchoi/engineering-blogs,kaizensoze,https://github.com/kaizensoze,"New York, NY",United States
lerna,47394776,https://github.com/lerna/lerna,Thebigbignooby,https://github.com/Thebigbignooby,Rio de Janeiro,Brazil
manifesto,678083094,https://github.com/opentofu/manifesto,nikolay,https://github.com/nikolay,"Irvine, CA, US",United States
sheetjs,6988020,https://github.com/SheetJS/sheetjs,rohandhamapurkar,https://github.com/rohandhamapurkar,"Mumbai, Maharashtra, India",India
955.WLB,178092134,https://github.com/formulahendry/955.WLB,JunqiZhang0,https://github.com/JunqiZhang0,"Boston, Massachusetts",United States
DragGAN,642323624,https://github.com/XingangPan/DragGAN,ariym,https://github.com/ariym,"New York, NY",United States
REKCARC-TSC-UHT,179613976,https://github.com/PKUanonym/REKCARC-TSC-UHT,lwpie,https://github.com/lwpie,Tsinghua University,Brazil
marked,2096579,https://github.com/markedjs/marked,UziTech,https://github.com/UziTech,United States,United States
typeorm,52773157,https://github.com/typeorm/typeorm,mohd-akram,https://github.com/mohd-akram,Dubai,Brazil
polars,263727855,https://github.com/pola-rs/polars,universalmind303,https://github.com/universalmind303,Minneapolis MN,United States
HanLP,24976755,https://github.com/hankcs/HanLP,callzhang,https://github.com/callzhang,San Francisco,United States
carbon,94498635,https://github.com/carbon-app/carbon,roziscoding,https://github.com/roziscoding,Brazil,Brazil
supervision,571613891,https://github.com/roboflow/supervision,capjamesg,https://github.com/capjamesg,Scotland,Brazil
awesome-shell,21552971,https://github.com/alebcay/awesome-shell,agkozak,https://github.com/agkozak,"Berkeley, California, USA",United States
koa,11551538,https://github.com/koajs/koa,pkuczynski,https://github.com/pkuczynski,"Berlin, Germany",Germany
outline,59435364,https://github.com/outline/outline,Limezy,https://github.com/Limezy,Bangkok,Brazil
context7,955620917,https://github.com/upstash/context7,stnwlls,https://github.com/stnwlls,Greater Boston Area,United States
sqlmap,4793392,https://github.com/sqlmapproject/sqlmap,YoRyan,https://github.com/YoRyan,"Bakersfield, CA",United States
pytorch-image-models,168799526,https://github.com/huggingface/pytorch-image-models,andravin,https://github.com/andravin,"San Jose, CA",United States
Coursera-ML-AndrewNg-Notes,109484365,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,RingoTC,https://github.com/RingoTC,San Jose,United States
spacedrive,410749029,https://github.com/spacedriveapp/spacedrive,Raghav-45,https://github.com/Raghav-45,India,India
lottie-android,70198875,https://github.com/airbnb/lottie-android,stristr,https://github.com/stristr,"Santa Clara, CA",United States
Folo,783512367,https://github.com/RSSNext/Folo,vikas-viki,https://github.com/vikas-viki,"Udupi, Karnataka, India.",India
fullPage.js,12972263,https://github.com/alvarotrigo/fullPage.js,saturation,https://github.com/saturation,Tampere,Brazil
NewPipe,41889031,https://github.com/TeamNewPipe/NewPipe,Prasanta-Hembram,https://github.com/Prasanta-Hembram,"India, Odisha",India
awesome-react-native,32948863,https://github.com/jondot/awesome-react-native,douglasjunior,https://github.com/douglasjunior,"Campo Mourão, PR, Brazil",Brazil
vim-plug,12732573,https://github.com/junegunn/vim-plug,justinmk,https://github.com/justinmk,Berlin,Germany
nativefier,38558578,https://github.com/nativefier/nativefier,bacongravy,https://github.com/bacongravy,"Portland, OR",United States
manim,265122478,https://github.com/ManimCommunity/manim,xfbs,https://github.com/xfbs,"Berlin, Germany",Germany
OpenVoice,725089041,https://github.com/myshell-ai/OpenVoice,frankdu,https://github.com/frankdu,"California, USA",United States
AgentGPT,624681066,https://github.com/reworkd/AgentGPT,chozzz,https://github.com/chozzz,Bali,Brazil
llvm-project,75821432,https://github.com/llvm/llvm-project,alexey-bataev,https://github.com/alexey-bataev,"White Plains, NY",United States
hackathon-starter,14370955,https://github.com/sahat/hackathon-starter,bencxr,https://github.com/bencxr,United States,United States
leetcode,149001365,https://github.com/doocs/leetcode,dhan-profile,https://github.com/dhan-profile,India,India
the-way-to-go_ZH_CN,8989842,https://github.com/unknwon/the-way-to-go_ZH_CN,juzeon,https://github.com/juzeon,Canterlot,United States
awesome-cursorrules,858262444,https://github.com/PatrickJS/awesome-cursorrules,endolith,https://github.com/endolith,"New York, NY",United States
glide,11267509,https://github.com/bumptech/glide,aam,https://github.com/aam,"Mountain View, CA",United States
portainer,59239347,https://github.com/portainer/portainer,dasJ,https://github.com/dasJ,"Stuttgart, Germany",Germany
fastify,69495170,https://github.com/fastify/fastify,jannikkeye,https://github.com/jannikkeye,Augsburg,Germany
cherry-studio,805155266,https://github.com/CherryHQ/cherry-studio,parkgogogo,https://github.com/parkgogogo,Mars,Brazil
linux-command,73561650,https://github.com/jaywcjlove/linux-command,kid1412621,https://github.com/kid1412621,Outerspace,Brazil
agno,488641606,https://github.com/agno-agi/agno,Ansub,https://github.com/Ansub,Dubai,Brazil
caffe,12791642,https://github.com/BVLC/caffe,boechat107,https://github.com/boechat107,"Florianopolis, Brazil",Brazil
awesome-javascript,21393871,https://github.com/sorrycc/awesome-javascript,revolist,https://github.com/revolist,"Harjumaa, Tallinn linn, Lasnamäe linnaosa, Ruunaoja tn 3, 11415",Brazil
drawdb,667110339,https://github.com/drawdb-io/drawdb,i-m-soumya,https://github.com/i-m-soumya,"Kolkata,India",India
nanochat,1075431749,https://github.com/karpathy/nanochat,tlepoint,https://github.com/tlepoint,"New York, NY",United States
netty,1064563,https://github.com/netty/netty,merlimat,https://github.com/merlimat,"Menlo Park, CA",United States
solid,130884470,https://github.com/solidjs/solid,nksaraf,https://github.com/nksaraf,"Mountain View, CA, USA",United States
jieba,6007295,https://github.com/fxsjy/jieba,fxsjy,https://github.com/fxsjy,Cayman,United States
HowToLiveLonger,482152820,https://github.com/geekan/HowToLiveLonger,geekan,https://github.com/geekan,Palo Alto,United States
stats,189285554,https://github.com/exelban/stats,kennymc-c,https://github.com/kennymc-c,Germany,Germany
husky,21125024,https://github.com/typicode/husky,amilajack,https://github.com/amilajack,"San Francisco, CA",United States
TaskMatrix,608555244,https://github.com/chenfei-wu/TaskMatrix,BinayakJha,https://github.com/BinayakJha,"Lancaster, Pennsylvania, United States",United States
awesome-docker,24297122,https://github.com/veggiemonk/awesome-docker,mcastilho,https://github.com/mcastilho,"Clearwater, FL",United States
formik,94367677,https://github.com/jaredpalmer/formik,jaredpalmer,https://github.com/jaredpalmer,"New York, NY",United States
lossless-cut,72343657,https://github.com/mifi/lossless-cut,igorruckert,https://github.com/igorruckert,Brazil,Brazil
mattermost,37448451,https://github.com/mattermost/mattermost,calebroseland,https://github.com/calebroseland,"Minnesota, United States",United States
anoma,335243209,https://github.com/anoma/anoma,juped,https://github.com/juped,New York City,United States
gold-miner,45512989,https://github.com/xitu/gold-miner,lfkdsk,https://github.com/lfkdsk,California,United States
aseprite,23129458,https://github.com/aseprite/aseprite,Murilovsky,https://github.com/Murilovsky,"Rio de Janeiro,Brazil",Brazil
awesome-deepseek-integration,741744308,https://github.com/deepseek-ai/awesome-deepseek-integration,yvbbrjdr,https://github.com/yvbbrjdr,"Sunnyvale, CA",United States
Python,2881789,https://github.com/geekcomputers/Python,siddharth2016,https://github.com/siddharth2016,Bengaluru,India
framework,7548986,https://github.com/laravel/framework,KennedyTedesco,https://github.com/KennedyTedesco,"Betim, Brazil",Brazil
ShareX,13428264,https://github.com/ShareX/ShareX,TiagoDanin,https://github.com/TiagoDanin,Brasil,Brazil
clipboard.js,42751014,https://github.com/zenorocha/clipboard.js,r3nanp,https://github.com/r3nanp,Brazil,Brazil
12306,91573538,https://github.com/testerSunshine/12306,BackTrackCRoot,https://github.com/BackTrackCRoot,Mars,Brazil
zsh-autosuggestions,13886476,https://github.com/zsh-users/zsh-autosuggestions,tarruda,https://github.com/tarruda,Recife/Brasil,Brazil
react-beautiful-dnd,99761907,https://github.com/atlassian/react-beautiful-dnd,GarrisonJ,https://github.com/GarrisonJ,"Portland, OR",United States
Fabric,738733003,https://github.com/danielmiessler/Fabric,mrtnrdl,https://github.com/mrtnrdl,Germany,Germany
poetry,123303402,https://github.com/python-poetry/poetry,jakob-keller,https://github.com/jakob-keller,Germany,Germany
paperless-ngx,458648791,https://github.com/paperless-ngx/paperless-ngx,bauerj,https://github.com/bauerj,"Rostock, Germany",Germany
JavaScript,97086543,https://github.com/TheAlgorithms/JavaScript,kgolder92,https://github.com/kgolder92,"New York, NY",United States
jax,154739597,https://github.com/jax-ml/jax,froystig,https://github.com/froystig,sfba,Brazil
How-To-Ask-Questions-The-Smart-Way,33041711,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,FranklinYu,https://github.com/FranklinYu,"Sunnyvale, CA",United States
duckdb,138754790,https://github.com/duckdb/duckdb,Giorgi,https://github.com/Giorgi,Tbilisi,United States
it-tools,253222599,https://github.com/CorentinTh/it-tools,avioli,https://github.com/avioli,"Hobart, Tasmania",Brazil
LeetCode-Go,97533102,https://github.com/halfrost/LeetCode-Go,thomasrockhu,https://github.com/thomasrockhu,"New York, NY",United States
qBittorrent,3351871,https://github.com/qbittorrent/qBittorrent,Chocobo1,https://github.com/Chocobo1,ROC (Taiwan),United States
AFNetworking,1828795,https://github.com/AFNetworking/AFNetworking,streeter,https://github.com/streeter,"San Francisco, CA",United States
zxing,2562751,https://github.com/zxing/zxing,benjohnde,https://github.com/benjohnde,"Mannheim, Germany",Germany
AndroidUtilCode,64558143,https://github.com/Blankj/AndroidUtilCode,c0state,https://github.com/c0state,New York,United States
Reactive-Resume,249995750,https://github.com/AmruthPillai/Reactive-Resume,ImgBotApp,https://github.com/ImgBotApp,Seattle,United States
detectron2,206660580,https://github.com/facebookresearch/detectron2,bowenc0221,https://github.com/bowenc0221,"Mountain View, CA",United States
selenium,7613257,https://github.com/SeleniumHQ/selenium,lukeis,https://github.com/lukeis,San Francisco Bay Area,Brazil
gpt-pilot,679237742,https://github.com/Pythagora-io/gpt-pilot,edos10,https://github.com/edos10,Moscow,Brazil
harness,16607898,https://github.com/harness/harness,rambhosale,https://github.com/rambhosale,"Pune, India",India
xyflow,197018189,https://github.com/xyflow/xyflow,Amr-Shams,https://github.com/Amr-Shams,Cairo,United States
carbon-lang,259463685,https://github.com/carbon-language/carbon-lang,dwblaikie,https://github.com/dwblaikie,Silicon Valley,United States
vault,31288958,https://github.com/hashicorp/vault,raymonstah,https://github.com/raymonstah,"Bay Area, CA",United States
servo,3390243,https://github.com/servo/servo,kmcallister,https://github.com/kmcallister,"San Francisco, CA",United States
rufus,2810292,https://github.com/pbatard/rufus,trinaldi,https://github.com/trinaldi,Brazil,Brazil
openpose,89247811,https://github.com/CMU-Perceptual-Computing-Lab/openpose,vinjn,https://github.com/vinjn,California,United States
directus,7122594,https://github.com/directus/directus,connorwinston,https://github.com/connorwinston,"Dallas, TX",United States
XX-Net,29290473,https://github.com/XX-net/XX-Net,yeahwu,https://github.com/yeahwu,United States,United States
bulletproof-react,372240402,https://github.com/alan2207/bulletproof-react,drsnowflake,https://github.com/drsnowflake,"Livingston, Scotland",Brazil
AnotherRedisDesktopManager,164574693,https://github.com/qishibo/AnotherRedisDesktopManager,Diiiegor,https://github.com/Diiiegor,"Manizales-Caldas, Medellin-Antioquia ",United States
data-engineering-zoomcamp,419661684,https://github.com/DataTalksClub/data-engineering-zoomcamp,giacomo-b,https://github.com/giacomo-b,"Stuttgart, Germany",Germany
copyparty,188700274,https://github.com/9001/copyparty,kleutzinger,https://github.com/kleutzinger,California,United States
tiptap,145464445,https://github.com/ueberdosis/tiptap,apaar97,https://github.com/apaar97,"Gurugram, India",India
C-Plus-Plus,63477612,https://github.com/TheAlgorithms/C-Plus-Plus,iamnidheesh,https://github.com/iamnidheesh,Allahabad,Brazil
vnpy,31522041,https://github.com/vnpy/vnpy,zedyang,https://github.com/zedyang,"New York, U.S.",United States
server,60243197,https://github.com/nextcloud/server,CarlSchwan,https://github.com/CarlSchwan,"Berlin, Germany",Germany
refine,331293626,https://github.com/refinedev/refine,Bastian,https://github.com/Bastian,Germany,Germany
brackets,2935735,https://github.com/adobe/brackets,prafulVaishnav,https://github.com/prafulVaishnav,"Bangalore, India",India
immutable-js,21413198,https://github.com/immutable-js/immutable-js,vinnymac,https://github.com/vinnymac,"New York, New York",United States
pnpm,50565430,https://github.com/pnpm/pnpm,benmccann,https://github.com/benmccann,California,United States
gulp,11167738,https://github.com/gulpjs/gulp,shinnn,https://github.com/shinnn,Wakayama,United States
ijkplayer,10446890,https://github.com/bilibili/ijkplayer,midoreigh,https://github.com/midoreigh,"Kochi, India",India
Real-ESRGAN,387326890,https://github.com/xinntao/Real-ESRGAN,pratikgl,https://github.com/pratikgl,"Bangalore, India",India
CyberChef,74962515,https://github.com/gchq/CyberChef,t-8ch,https://github.com/t-8ch,Germany,Germany
awesome-awesomeness,21600440,https://github.com/bayandin/awesome-awesomeness,xyNNN,https://github.com/xyNNN,Hamburg,Germany
qlib,287463830,https://github.com/microsoft/qlib,microsoftopensource,https://github.com/microsoftopensource,"Redmond, WA",United States
jq,5101141,https://github.com/jqlang/jq,msabramo,https://github.com/msabramo,"San Jose, California, USA",United States
swc,115110181,https://github.com/swc-project/swc,devongovett,https://github.com/devongovett,San Francisco,United States
ShadowsocksX-NG,60844036,https://github.com/shadowsocks/ShadowsocksX-NG,julienschmidt,https://github.com/julienschmidt,"Cologne, Germany",Germany
spaCy,21467110,https://github.com/explosion/spaCy,sambozek,https://github.com/sambozek,San Francisco Bay Area,Brazil
learnGitBranching,5405654,https://github.com/pcottle/learnGitBranching,filipefilardi,https://github.com/filipefilardi,"São Paulo, SP Brasil",Brazil
Retrieval-based-Voice-Conversion-WebUI,619521008,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Adachi91,https://github.com/Adachi91,United States,United States
certbot,26516210,https://github.com/certbot/certbot,hlieberman,https://github.com/hlieberman,"Washington, DC",United States
chatbot-ui,612640604,https://github.com/mckaywrigley/chatbot-ui,Mikodin,https://github.com/Mikodin,New York,United States
modern-unix,328831244,https://github.com/ibraheemdev/modern-unix,nuke-web3,https://github.com/nuke-web3,"Colorado, USA",United States
serenity,160083795,https://github.com/SerenityOS/serenity,sunverwerth,https://github.com/sunverwerth,Berlin,Germany
ink,94061307,https://github.com/vadimdemedes/ink,LitoMore,https://github.com/LitoMore,Universal,Brazil
mpv,6201092,https://github.com/mpv-player/mpv,TimothyGu,https://github.com/TimothyGu,"Seattle, US",United States
Trilium,92111509,https://github.com/TriliumNext/Trilium,pano9000,https://github.com/pano9000,"Stuttgart, Germany",Germany
etcher,45055693,https://github.com/balena-io/etcher,WasabiFan,https://github.com/WasabiFan,"San Jose, CA",United States
v2ray-core,181461073,https://github.com/v2fly/v2ray-core,Ovear,https://github.com/Ovear,Anywhere,United States
tabby,614764248,https://github.com/TabbyML/tabby,jasonharrison,https://github.com/jasonharrison,"Loveland, Colorado",United States
